,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,thermoreg_reading_fahrenheit
2369,56.5,134.0,2.9000000000000004,6.9,c2,5.0,0.0,0,39.100170950449154
2370,41.3,68.0,-0.5,-0.6000000000000001,c3,4.0,0.0,0,
2371,48.3,,3.3000000000000003,-0.7000000000000001,c4,3.0,1.0,0,29.85407284117728
2372,,118.0,4.0,6.2,c3,2.0,1.0,0,30.966998458982697
2373,62.900000000000006,116.0,3.6,-1.4,c1,2.0,0.0,0,46.33620880210528
2374,47.3,77.0,0.2,-7.1000000000000005,c1,4.0,0.0,1,28.8077242733629
2375,30.6,48.0,5.9,2.9000000000000004,c4,4.0,0.0,1,10.04675325284646
2376,54.2,89.0,4.7,4.2,c2,5.0,0.0,1,36.54000182896222
2377,44.6,60.0,-1.9,-6.7,c3,5.0,,0,25.70880332206466
2378,50.5,178.0,-1.8,-7.6,c2,4.0,,1,32.38367921993972
2379,49.5,47.0,2.4000000000000004,-1.3,c3,2.0,0.0,0,31.21965769242089
2380,48.0,70.0,-4.7,-4.0,c2,5.0,0.0,0,29.536664037640087
2381,56.5,127.0,2.9000000000000004,0.3,c2,1.0,1.0,0,
2382,37.9,61.0,4.2,13.2,c5,2.0,0.0,1,
2383,46.0,84.0,-0.1,-2.3000000000000003,c2,4.0,0.0,1,
2384,55.6,120.0,3.3000000000000003,4.4,c1,3.0,1.0,0,38.15634121805643
2385,45.2,120.0,,-4.2,c2,2.0,0.0,1,26.473237021900687
2386,37.3,71.0,3.9,4.3,c1,3.0,0.0,1,17.520739616570253
2387,55.5,,,-0.1,c1,4.0,0.0,1,38.01699808931062
2388,59.1,70.0,2.9000000000000004,0.9,c3,2.0,1.0,1,42.107851673973855
2389,49.8,83.0,5.300000000000001,10.2,c1,3.0,1.0,1,31.595043131212943
2390,34.5,87.0,4.800000000000001,1.0,c2,2.0,1.0,1,14.352389613774209
2391,55.8,163.0,5.0,-2.8000000000000003,c2,2.0,1.0,0,38.35372772028934
2392,36.9,52.0,4.3,-2.7,c1,2.0,0.0,0,17.061009067222805
2393,52.6,74.0,-1.0,-1.8,c1,4.0,0.0,1,34.77919349163349
2394,,98.0,1.6,0.3,,2.0,0.0,0,24.01282557732056
2395,40.900000000000006,86.0,5.800000000000001,3.8,c5,3.0,1.0,1,
2396,46.6,75.0,1.3,-5.9,c1,,0.0,0,28.02280984628279
2397,48.7,65.0,4.9,11.3,c1,1.0,0.0,1,
2398,45.0,78.0,6.300000000000001,10.1,,,0.0,1,26.202125746521965
2399,54.900000000000006,122.0,0.6000000000000001,-0.5,c4,2.0,0.0,1,
2400,46.6,85.0,2.2,-6.1000000000000005,c5,3.0,0.0,1,27.985375593870497
2401,,,6.1000000000000005,10.4,,4.0,1.0,0,40.82171784504639
2402,52.400000000000006,101.0,2.5,5.4,c5,5.0,0.0,1,34.530558490791314
2403,44.6,107.0,4.0,2.3000000000000003,c4,5.0,,0,25.72198514063323
2404,43.2,96.0,2.9000000000000004,6.0,c1,5.0,0.0,1,24.206541045509425
2405,37.0,67.0,-0.9,-4.5,c3,1.0,0.0,0,17.17253330857305
2406,52.5,,3.4000000000000004,-2.7,,3.0,0.0,1,34.6165986008014
2407,47.3,63.0,6.800000000000001,,c2,4.0,1.0,1,28.808712074737777
2408,31.200000000000003,53.0,-0.3,,c3,4.0,1.0,0,10.650240247428371
2409,45.900000000000006,82.0,-1.7000000000000002,,c1,3.0,0.0,0,27.1785661450754
2410,42.900000000000006,99.0,-1.3,-0.5,c5,2.0,0.0,1,23.89069373670543
2411,,,3.3000000000000003,2.3000000000000003,c5,,1.0,0,46.18109832953594
2412,36.5,55.0,-1.9,-9.2,c4,4.0,1.0,0,16.674992492960214
2413,38.6,55.0,-0.8,-4.1000000000000005,c1,4.0,1.0,0,19.027842802393515
2414,59.0,117.0,-1.9,-8.9,c3,2.0,0.0,0,41.9897267879513
2415,61.0,77.0,-3.0,-6.300000000000001,c4,1.0,0.0,1,44.21086841717567
2416,44.2,118.0,0.9,,c1,5.0,0.0,1,25.295153551469227
2417,45.1,86.0,3.1,5.300000000000001,c3,3.0,0.0,0,26.311227594719803
2418,55.1,,1.5,-0.9,c1,4.0,0.0,1,37.54611856897981
2419,31.5,37.0,6.7,3.3000000000000003,c3,5.0,1.0,1,
2420,35.300000000000004,84.0,-1.9,-4.9,,5.0,1.0,0,15.249256839449997
2421,47.900000000000006,104.0,-1.2000000000000002,-9.9,c4,2.0,1.0,0,29.473399392343595
2422,62.6,,,-0.7000000000000001,c2,4.0,0.0,1,45.94901509516213
2423,46.7,91.0,,4.800000000000001,c3,3.0,0.0,0,28.078429206499344
2424,51.0,71.0,4.6000000000000005,3.4000000000000004,c1,2.0,0.0,1,32.90843112561639
2425,59.2,109.0,0.9,2.1,c3,3.0,0.0,0,42.20410345307611
2426,67.0,169.0,0.9,2.3000000000000003,c4,3.0,0.0,0,50.96196259950331
2427,45.5,150.0,0.2,7.9,c3,2.0,0.0,0,26.808363741665183
2428,50.0,94.0,6.9,-0.3,c4,2.0,0.0,1,31.848469486399164
2429,,293.6618469372997,7.0,5.5,c3,3.0,0.0,0,48.39849699208558
2430,38.0,90.0,-0.4,-0.5,c2,4.0,,1,18.300206523277144
2431,58.400000000000006,68.0,-1.8,-4.6000000000000005,c4,5.0,0.0,1,41.2482296349844
2432,42.0,56.0,0.2,-4.1000000000000005,c1,4.0,1.0,0,22.835160208748675
2433,51.0,39.0,5.0,4.9,c3,4.0,1.0,1,32.92225130392841
2434,48.2,304.27396934255484,0.2,0.3,c3,1.0,0.0,0,29.81642857339753
2435,42.5,140.0,0.9,-5.300000000000001,c4,3.0,0.0,1,23.377895593688937
2436,42.3,,-0.0,-9.2,c2,2.0,1.0,0,23.152082651075524
2437,52.400000000000006,105.0,6.0,1.5,c2,,0.0,0,
2438,58.1,111.0,-0.7000000000000001,-5.0,,4.0,0.0,1,40.95985395346414
2439,49.1,89.0,3.4000000000000004,3.9,c5,5.0,0.0,1,
2440,50.7,130.0,1.5,-4.2,c2,2.0,1.0,1,32.63101842859895
2441,54.7,114.0,0.8,-1.7000000000000002,c2,3.0,,1,37.14056659661942
2442,42.400000000000006,89.0,0.8,-8.200000000000001,,1.0,,0,23.25543104288336
2443,56.1,81.0,5.0,-3.8,c3,4.0,1.0,1,38.65723257571631
2444,56.7,128.0,-1.3,,c1,2.0,0.0,1,
2445,71.0,131.0,4.9,1.7000000000000002,c2,3.0,1.0,0,55.43263668875369
2446,47.1,270.76698578408207,,-0.4,c3,2.0,1.0,0,28.61506228496376
2447,46.5,121.0,-3.8,-4.3,c3,1.0,1.0,0,27.87726378498685
2448,56.3,67.0,-3.6,-12.0,c1,4.0,0.0,0,
2449,56.7,103.0,0.6000000000000001,-2.0,c4,3.0,0.0,1,39.37193752020925
2450,45.900000000000006,81.0,-3.4000000000000004,-5.4,c2,4.0,0.0,0,27.184215619609592
2451,46.900000000000006,81.0,-2.7,-10.1,c1,5.0,0.0,0,
2452,54.5,78.0,,3.2,c1,3.0,1.0,1,
2453,43.5,70.0,-1.4,-12.0,c4,4.0,0.0,0,24.551741833388046
2454,46.900000000000006,65.0,1.2000000000000002,-3.5,c5,2.0,1.0,1,28.305194107864867
2455,50.900000000000006,124.0,6.2,7.1000000000000005,c4,3.0,,0,32.80633490631591
2456,58.1,124.0,-2.2,-13.0,c4,4.0,1.0,0,40.96344816340032
2457,45.3,101.0,1.8,2.8000000000000003,c2,5.0,0.0,0,
2458,35.4,24.0,3.8,-3.2,c2,2.0,0.0,0,15.418539841723952
2459,34.800000000000004,127.0,-3.4000000000000004,-7.1000000000000005,c4,4.0,1.0,1,14.750622792336102
2460,40.1,72.0,4.4,8.200000000000001,c2,4.0,0.0,1,20.6652823996448
2461,39.6,130.0,5.2,0.3,c3,2.0,0.0,0,20.181490536200563
2462,48.900000000000006,119.0,5.0,9.6,c3,3.0,0.0,0,30.60850317242081
2463,40.6,78.0,4.2,0.8,c1,3.0,0.0,1,21.300078617621555
2464,44.5,146.0,2.7,0.4,c1,1.0,0.0,0,25.67520536160916
2465,44.0,105.0,3.8,5.300000000000001,c1,3.0,1.0,1,25.033227035161552
2466,46.6,88.0,3.5,3.8,c1,5.0,1.0,1,28.035429252368058
2467,,108.0,4.0,2.5,c2,4.0,0.0,0,43.9025389837081
2468,55.5,137.0,5.4,1.1,c1,2.0,0.0,0,37.95752830487465
2469,50.3,86.0,5.0,-3.8,c1,2.0,0.0,1,
2470,46.5,84.0,0.7000000000000001,-7.4,c1,2.0,0.0,0,27.850763474772457
2471,46.7,78.0,3.9,7.300000000000001,c3,1.0,0.0,0,28.100906090392808
2472,52.8,84.0,1.4,6.800000000000001,c4,,0.0,1,34.949718229567544
2473,54.8,90.0,-3.8,-4.4,c2,4.0,0.0,1,37.25752166017061
2474,-79.31867350217316,136.0,-1.1,-10.1,c3,3.0,1.0,0,23.831442445094595
2475,50.5,128.0,-3.8,,c3,4.0,0.0,0,32.32832680052808
2476,33.9,79.0,3.4000000000000004,-2.1,c3,4.0,1.0,0,13.71542388203276
2477,51.900000000000006,,2.0,-2.2,c5,1.0,0.0,1,33.90542405753537
2478,56.3,96.0,3.5,-2.3000000000000003,c3,5.0,0.0,1,38.859343177628176
2479,47.900000000000006,87.0,5.4,5.4,c2,5.0,1.0,1,29.47938235807212
2480,64.7,173.0,-3.5,-3.6,c4,1.0,0.0,0,48.34874296526095
2481,,96.0,-2.7,2.7,c3,1.0,1.0,0,24.068853973075548
2482,51.900000000000006,123.0,3.2,-0.5,c2,4.0,1.0,1,33.95696373772935
2483,49.900000000000006,105.0,1.7000000000000002,0.7000000000000001,c3,3.0,1.0,0,31.6775772800064
2484,49.400000000000006,75.0,-2.2,-0.4,c1,5.0,0.0,1,31.09732099300933
2485,49.2,102.0,-1.8,1.2000000000000002,c3,2.0,1.0,0,30.971100487957276
2486,51.0,73.0,-2.9000000000000004,-9.3,c3,4.0,0.0,0,32.96394527008525
2487,56.900000000000006,144.0,2.7,2.5,c3,3.0,0.0,0,39.6316286911733
2488,61.2,99.0,-1.5,-2.3000000000000003,c1,3.0,1.0,1,44.3996261264727
2489,50.1,85.0,5.6000000000000005,4.6000000000000005,c2,2.0,1.0,1,31.979747799462583
2490,56.7,133.0,-0.4,-1.7000000000000002,c4,3.0,1.0,1,39.3378446495447
2491,44.5,72.0,1.6,7.1000000000000005,c2,3.0,0.0,1,25.68409748359896
2492,56.3,105.0,4.2,-1.7000000000000002,c5,2.0,0.0,1,
2493,44.1,19.0,3.5,-2.5,c1,4.0,0.0,0,25.14207628555709
2494,58.900000000000006,106.0,-3.1,-7.800000000000001,c3,2.0,1.0,1,41.81593942479319
2495,67.9,146.0,,0.0,c1,2.0,1.0,0,
2496,,82.0,2.5,1.9,c3,1.0,0.0,0,30.901245008257472
2497,32.6,86.0,,-4.2,c5,4.0,0.0,1,12.26710858273332
2498,45.8,93.0,2.6,5.0,c2,2.0,1.0,1,27.06734360079659
2499,60.0,146.0,5.2,3.0,c2,5.0,0.0,0,43.08687620860373
2500,54.6,88.0,,2.2,c4,4.0,0.0,1,36.97769108322721
2501,52.2,97.0,5.2,-2.7,c2,5.0,1.0,1,34.24022238807527
2502,58.2,74.0,-2.1,4.3,c2,2.0,0.0,1,41.07801520359355
2503,54.0,104.0,3.2,1.0,c1,3.0,1.0,1,36.360080953235794
2504,59.900000000000006,105.0,0.3,5.6000000000000005,c2,5.0,1.0,0,42.95952668706023
2505,57.5,139.0,2.6,-2.0,c3,5.0,0.0,0,
2506,62.3,104.0,4.9,6.2,c2,4.0,0.0,0,45.69530407463263
2507,53.0,94.0,-1.2000000000000002,-5.0,c1,5.0,1.0,1,
2508,57.400000000000006,94.0,0.9,6.9,c1,1.0,0.0,0,40.1473346134456
2509,47.7,97.0,6.6000000000000005,8.9,c1,1.0,1.0,0,29.235856342227933
2510,45.3,146.0,5.5,6.800000000000001,c4,3.0,0.0,0,
2511,63.8,29.0,-3.4000000000000004,-7.7,c5,2.0,1.0,1,47.36090876377076
2512,51.900000000000006,102.0,5.6000000000000005,11.3,c2,5.0,0.0,0,33.94584208690419
2513,56.6,143.0,0.3,7.300000000000001,c4,1.0,,0,39.24392509276141
2514,51.1,88.0,-1.8,-4.800000000000001,c1,2.0,1.0,1,33.11366012970251
2515,45.5,107.0,1.8,0.6000000000000001,c4,2.0,1.0,0,26.72135914172032
2516,50.2,132.0,2.5,4.5,,4.0,0.0,1,
2517,61.7,112.0,,-10.0,c1,1.0,1.0,0,
2518,54.6,90.0,6.6000000000000005,9.0,c1,4.0,0.0,1,36.997160668514816
2519,36.5,,0.7000000000000001,3.4000000000000004,c2,5.0,0.0,1,
2520,48.400000000000006,111.0,5.800000000000001,1.1,c2,3.0,0.0,1,30.06279989081461
2521,64.4,,3.2,-8.1,,1.0,1.0,0,48.04064413434241
2522,48.400000000000006,114.0,3.4000000000000004,2.7,c1,1.0,1.0,1,30.075828243350397
2523,35.7,102.0,-2.1,-8.200000000000001,c3,2.0,1.0,0,15.795691774392374
2524,,124.0,0.9,-7.6,c3,1.0,0.0,0,49.03743996880289
2525,55.6,118.0,-0.8,-0.7000000000000001,c1,3.0,0.0,1,38.14153258831514
2526,49.6,114.0,3.9,7.4,c1,3.0,0.0,0,31.3698842706848
2527,47.2,83.0,2.6,-0.3,c3,2.0,0.0,0,28.65724037526138
2528,58.8,147.0,-1.2000000000000002,2.3000000000000003,c3,4.0,0.0,0,41.741167368125616
2529,45.8,65.0,4.800000000000001,5.4,c2,3.0,1.0,1,27.122149397964268
2530,59.400000000000006,112.0,-0.1,-7.5,c2,3.0,0.0,0,42.33430782064389
2531,54.5,128.0,-1.9,-5.6000000000000005,,4.0,1.0,1,36.879757571518304
2532,52.1,75.0,1.9,4.6000000000000005,c2,5.0,1.0,1,34.20213732938615
2533,51.3,,0.8,-3.3000000000000003,c3,4.0,0.0,0,33.30963324802036
2534,48.8,103.0,6.300000000000001,7.4,c4,1.0,0.0,0,30.4252876695724
2535,58.5,150.0,1.6,-1.9,c3,2.0,0.0,0,41.41076108188339
2536,43.2,105.0,7.1000000000000005,,c1,3.0,0.0,1,24.21191451108349
2537,37.2,74.0,-0.7000000000000001,-0.4,c5,2.0,0.0,1,17.402673858528118
2538,55.1,115.0,3.9,0.7000000000000001,c1,5.0,0.0,1,37.52996110603228
2539,55.2,116.0,0.9,2.1,c5,2.0,1.0,1,
2540,,161.0,-1.6,-12.1,c2,,0.0,1,36.322170372605896
2541,53.400000000000006,108.0,0.9,-5.4,c3,5.0,0.0,1,
2542,47.6,92.0,0.6000000000000001,-3.1,c2,2.0,0.0,0,29.11513659496207
2543,56.5,106.0,-1.3,2.2,c2,3.0,0.0,1,39.08734433946972
2544,49.8,105.0,3.1,-5.1000000000000005,,2.0,0.0,1,31.58997685920913
2545,46.3,63.0,1.4,-0.5,c1,4.0,,0,27.6159779526634
2546,47.7,86.0,-3.4000000000000004,-3.2,c1,4.0,1.0,1,
2547,66.3,100.0,6.4,5.1000000000000005,c1,5.0,0.0,0,50.18575728898249
2548,36.3,237.82475095800032,2.4000000000000004,0.1,c2,1.0,1.0,0,16.385215261591107
2549,54.2,129.0,2.2,-2.4000000000000004,c4,4.0,1.0,1,36.49809293866219
2550,36.7,162.26522772177304,4.7,1.5,c1,3.0,0.0,1,16.888006151386545
2551,-30.01867350217315,79.0,-3.4000000000000004,-0.5,c3,3.0,1.0,0,31.02589995509324
2552,,90.0,4.800000000000001,-0.3,c1,5.0,0.0,1,28.09735263361231
2553,33.5,66.0,1.7000000000000002,-9.2,c3,5.0,0.0,0,13.2347453298811
2554,53.3,107.0,2.0,,,4.0,0.0,0,35.501338313903865
2555,47.1,55.0,-3.2,,c3,2.0,1.0,0,28.57965744027024
2556,33.4,43.0,2.7,-3.7,c1,2.0,0.0,0,13.107142916948805
2557,56.900000000000006,73.0,-1.2000000000000002,3.1,c1,2.0,1.0,1,39.556112816968266
2558,61.6,95.0,-1.5,-0.8,c1,2.0,1.0,0,44.91505560190041
2559,62.1,101.0,0.4,-6.1000000000000005,c5,4.0,0.0,1,45.411119080669145
2560,53.0,77.0,0.6000000000000001,-4.0,c1,2.0,1.0,1,35.23060796586324
2561,50.5,122.0,5.2,-0.2,c3,2.0,0.0,0,32.41452324719404
2562,60.8,168.0,6.1000000000000005,4.4,c1,2.0,0.0,0,43.95340958806217
2563,63.6,145.0,-0.7000000000000001,-3.0,c2,1.0,0.0,0,47.14145226806089
2564,59.2,100.0,4.2,6.7,c2,2.0,0.0,0,42.20211832588063
2565,42.6,93.0,4.1000000000000005,5.6000000000000005,c1,1.0,1.0,1,23.526161579931788
2566,51.8,101.0,4.0,-4.7,c2,3.0,1.0,1,33.8121036789343
2567,53.7,90.0,5.300000000000001,-2.9000000000000004,c1,2.0,1.0,1,35.955645298622855
2568,35.7,112.0,-1.4,-0.3,c1,2.0,1.0,1,15.713447279744935
2569,,,-0.0,-3.8,c2,3.0,0.0,1,36.22424593658697
2570,68.4,91.0,3.3000000000000003,0.6000000000000001,c3,2.0,0.0,0,52.4569264338145
2571,55.3,148.0,0.4,1.1,c1,2.0,0.0,0,37.75942549220712
2572,62.0,104.0,4.1000000000000005,5.6000000000000005,c1,5.0,0.0,0,45.260717732975806
2573,51.6,96.0,3.8,-3.5,c1,1.0,1.0,1,33.64623257115834
2574,49.6,107.0,7.4,-4.5,c3,5.0,0.0,1,31.34103508414561
2575,53.2,147.0,-2.4000000000000004,-4.2,c1,5.0,1.0,1,35.43144251072878
2576,43.6,97.0,4.0,-1.8,c4,5.0,,1,24.657560168140108
2577,42.400000000000006,99.0,3.5,1.7000000000000002,c1,5.0,1.0,1,23.326023314890502
2578,60.3,140.0,-0.2,,c1,4.0,0.0,1,43.396741014524295
2579,,146.0,-0.2,-5.9,c2,2.0,0.0,0,44.35108108579867
2580,42.2,101.0,2.6,9.5,,2.0,0.0,0,23.08004315971385
2581,57.900000000000006,141.0,0.2,-1.4,c2,3.0,0.0,0,40.71198924098478
2582,49.5,83.0,5.2,0.5,c2,3.0,0.0,0,31.21736021954581
2583,-26.41867350217315,58.0,5.800000000000001,3.9,c5,4.0,0.0,1,35.058277170413874
2584,53.8,156.0,1.0,1.5,c3,1.0,0.0,0,36.14196775491557
2585,58.1,86.0,4.5,-0.4,c4,2.0,0.0,1,40.94915421311887
2586,50.8,87.0,-3.6,5.0,c4,4.0,0.0,1,
2587,61.400000000000006,110.0,-1.0,-8.9,,3.0,1.0,1,44.69145795771743
2588,52.6,91.0,-0.2,-8.0,c3,2.0,,0,34.78471555783932
2589,55.2,89.0,2.2,-6.4,c2,,0.0,0,37.6176584522258
2590,43.5,102.0,3.4000000000000004,1.4,c2,,1.0,1,
2591,67.4,142.0,,5.300000000000001,c3,4.0,0.0,0,51.42793109634351
2592,53.900000000000006,123.0,3.8,0.3,c2,1.0,1.0,1,36.22842430884469
2593,55.900000000000006,125.0,1.9,2.0,c2,4.0,1.0,1,38.416976828105895
2594,37.3,67.0,3.9,3.7,c1,1.0,0.0,1,17.52632769909613
2595,43.6,78.0,3.5,-0.1,c5,3.0,0.0,1,24.59568179228809
2596,60.1,147.0,-0.7000000000000001,-0.4,c1,3.0,0.0,0,
2597,52.5,90.0,4.800000000000001,1.7000000000000002,c1,3.0,0.0,1,
2598,,60.0,-0.3,-3.6,c1,2.0,0.0,0,14.775982386539669
2599,,139.0,-4.0,-7.300000000000001,c3,3.0,0.0,1,41.34460936085437
2600,45.8,93.0,-2.7,-3.0,c1,4.0,0.0,1,27.10595476082549
2601,61.5,106.0,-1.6,2.1,c4,2.0,0.0,0,44.70185287289041
2602,49.5,86.0,5.5,-1.9,c2,3.0,0.0,1,31.209478892566704
2603,51.8,133.0,-3.4000000000000004,-6.6000000000000005,c3,2.0,0.0,1,33.84236017418477
2604,59.6,132.0,6.800000000000001,5.1000000000000005,c1,5.0,,0,42.61059120732484
2605,43.0,95.0,4.4,9.7,c2,4.0,1.0,0,
2606,42.2,56.0,2.0,2.0,c3,5.0,,0,23.064378729494543
2607,48.6,104.0,0.3,-4.800000000000001,c1,3.0,0.0,1,30.231514216417036
2608,,106.0,4.9,-1.2000000000000002,c2,2.0,0.0,1,39.444555196591
2609,39.5,58.0,-3.8,-0.8,c3,1.0,0.0,0,20.022104726478585
2610,36.8,62.0,0.5,-2.5,c3,4.0,1.0,0,
2611,56.8,130.0,1.4,-5.6000000000000005,c4,4.0,0.0,1,39.41348834339413
2612,45.3,126.0,-1.3,1.6,c2,4.0,1.0,1,26.573195186896967
2613,47.0,67.0,6.7,5.6000000000000005,c1,4.0,1.0,1,28.469965883717453
2614,35.300000000000004,50.0,-1.5,-7.9,c4,1.0,0.0,0,15.288706382538509
2615,44.7,110.0,5.7,-2.3000000000000003,c5,3.0,0.0,1,25.88918617083216
2616,50.1,254.9815675101868,2.1,,c2,2.0,0.0,0,31.931894330319643
2617,57.6,128.0,,-1.7000000000000002,c1,3.0,1.0,1,40.37340071860603
2618,44.0,79.0,1.2000000000000002,0.8,c1,,0.0,1,25.05892850388825
2619,63.400000000000006,138.0,-0.2,2.3000000000000003,c3,3.0,0.0,0,
2620,44.7,54.0,5.1000000000000005,4.7,c1,3.0,0.0,1,25.838995782381797
2621,44.7,106.0,4.4,-3.3000000000000003,c1,2.0,1.0,1,25.852173785733427
2622,62.5,65.0,-1.7000000000000002,-4.3,c2,3.0,1.0,1,45.836217967080216
2623,51.900000000000006,128.0,-2.1,2.6,c3,2.0,0.0,0,
2624,45.7,92.0,2.7,-1.4,c2,3.0,,0,
2625,48.900000000000006,110.0,6.300000000000001,7.2,c2,2.0,0.0,0,
2626,61.0,125.0,,6.9,c3,2.0,0.0,0,44.17766219787853
2627,61.900000000000006,74.0,2.9000000000000004,4.2,c3,5.0,0.0,0,45.195825376631134
2628,43.6,126.0,-0.6000000000000001,-0.3,c1,2.0,,1,24.64886138656769
2629,49.8,109.0,0.1,1.7000000000000002,c1,3.0,1.0,1,
2630,50.900000000000006,122.0,4.9,-3.6,,3.0,1.0,1,32.811411449008155
2631,42.3,66.0,,8.4,c1,3.0,0.0,1,23.12383900535062
2632,49.7,106.0,1.9,-7.6,c1,,0.0,1,31.49883452615005
2633,50.2,65.0,4.3,3.5,c2,,0.0,1,32.047905744065304
2634,59.3,120.0,2.4000000000000004,0.3,c1,4.0,0.0,1,
2635,59.8,91.0,-2.4000000000000004,-6.300000000000001,c3,1.0,0.0,0,42.86682525480081
2636,47.5,231.0,3.7,-2.5,c1,1.0,0.0,0,29.037115414768927
2637,48.400000000000006,,-2.4000000000000004,-1.4,c5,3.0,1.0,1,30.074421705252696
2638,55.5,145.0,4.5,5.7,c1,2.0,1.0,0,37.97863071850072
2639,45.5,86.0,,2.4000000000000004,c1,2.0,0.0,1,
2640,54.900000000000006,119.0,1.5,-1.5,c3,2.0,1.0,1,37.297761365636624
2641,49.5,,-1.3,2.7,c4,3.0,1.0,1,31.208841613677063
2642,42.400000000000006,58.0,3.7,,c1,5.0,1.0,1,23.275412800352413
2643,42.5,69.0,-0.7000000000000001,-2.4000000000000004,c4,2.0,1.0,0,
2644,61.7,146.0,2.9000000000000004,0.1,c3,2.0,0.0,0,45.02352826427992
2645,48.900000000000006,92.0,-6.2,3.5,c2,1.0,,1,30.592206687710316
2646,,102.0,4.4,-1.3,c3,,0.0,0,46.7631868450848
2647,46.0,76.0,6.0,7.2,c2,1.0,0.0,0,27.37727365356581
2648,52.5,71.0,-6.5,-14.5,c1,2.0,,0,34.62084681018344
2649,69.3,80.0,2.9000000000000004,-3.1,c1,2.0,,1,53.53409050716417
2650,41.7,40.0,4.9,,c1,2.0,1.0,1,22.483519298030487
2651,,76.0,6.800000000000001,3.8,c2,4.0,0.0,1,
2652,60.5,136.0,-2.0,-4.5,c1,1.0,1.0,1,43.5793111815851
2653,43.5,157.0,-0.6000000000000001,-2.6,c1,3.0,0.0,1,24.558718051462336
2654,50.0,99.0,4.1000000000000005,-1.0,c1,2.0,0.0,1,31.81364272304389
2655,45.5,58.0,-0.4,3.5,c3,3.0,1.0,0,26.726736105935736
2656,52.3,103.0,5.300000000000001,-1.2000000000000002,c3,1.0,1.0,0,
2657,42.6,107.0,4.2,5.300000000000001,c3,2.0,0.0,0,23.445174135328323
2658,48.7,126.0,-1.1,0.3,c5,4.0,1.0,1,30.380539209050244
2659,53.8,132.0,-3.7,-8.9,,5.0,1.0,1,36.04833793900881
2660,42.1,102.0,4.9,1.1,c1,2.0,0.0,1,22.925220023531644
2661,44.6,94.0,5.2,2.9000000000000004,c2,3.0,0.0,1,25.699243733187
2662,47.400000000000006,116.0,-0.5,5.1000000000000005,c2,4.0,1.0,0,28.873554497613213
2663,38.7,,3.1,-0.4,c1,4.0,0.0,1,19.14066109196349
2664,46.8,41.0,4.3,17.5,c1,3.0,0.0,0,28.196951154811284
2665,51.1,158.0,0.5,2.0,c4,3.0,0.0,0,33.069168859126115
2666,47.0,251.55651771929072,-1.1,-1.2000000000000002,c2,4.0,1.0,0,28.404059525704145
2667,,111.0,4.7,6.300000000000001,c2,,1.0,0,29.55761156361448
2668,50.0,25.0,5.7,-3.9,c3,3.0,1.0,0,31.820884961840733
2669,44.900000000000006,133.0,6.0,8.6,c4,2.0,1.0,0,26.098308838109176
2670,55.7,141.0,0.4,-6.9,c4,,0.0,1,38.21956309280189
2671,61.7,78.0,2.6,4.3,c4,3.0,0.0,0,44.92380312321598
2672,46.400000000000006,86.0,2.8000000000000003,-1.7000000000000002,c1,3.0,1.0,1,27.820576470240965
2673,54.0,114.0,4.0,-1.5,c3,3.0,1.0,0,36.366784083299365
2674,48.2,63.0,1.7000000000000002,7.4,c1,3.0,0.0,1,29.843445601088177
2675,53.1,119.0,-3.5,-5.1000000000000005,,3.0,0.0,1,35.289386105346544
2676,62.7,150.0,3.6,-4.9,c1,3.0,1.0,0,
2677,54.2,116.0,-1.1,1.5,c2,1.0,0.0,1,36.57793588716289
2678,36.0,34.0,,-7.4,c5,4.0,0.0,0,16.039269150712876
2679,53.8,79.0,2.5,6.4,c3,1.0,0.0,0,
2680,60.0,114.0,2.0,0.1,c1,5.0,0.0,1,43.09577368978108
2681,48.400000000000006,,4.4,-3.1,,5.0,0.0,1,
2682,58.1,108.0,5.9,7.0,c2,5.0,1.0,0,40.96071325506049
2683,44.6,,3.6,3.7,c2,1.0,1.0,0,25.78896012963249
2684,38.3,32.0,-1.3,-11.7,c3,1.0,0.0,0,18.63014756429953
2685,51.3,124.0,4.5,2.1,c1,3.0,0.0,0,33.27052116949376
2686,36.1,94.0,5.6000000000000005,4.5,c3,2.0,1.0,1,
2687,48.2,111.0,4.1000000000000005,3.0,c2,5.0,1.0,1,29.842060883957675
2688,60.5,129.0,0.2,-2.2,c5,4.0,0.0,1,43.58158036380953
2689,34.9,67.0,1.8,3.1,c3,5.0,1.0,1,14.812133848283471
2690,39.900000000000006,67.0,5.7,5.800000000000001,c4,5.0,0.0,1,20.48452883677492
2691,41.900000000000006,59.0,-1.5,-2.8000000000000003,c1,5.0,1.0,0,22.7117097935458
2692,49.7,141.0,3.0,-0.0,c4,1.0,1.0,0,31.43012126260136
2693,47.2,95.0,-0.0,-1.0,c4,5.0,0.0,0,28.70854892918412
2694,61.400000000000006,74.0,-0.8,-4.9,c2,1.0,0.0,1,44.59222743526479
2695,57.8,112.0,1.5,-4.6000000000000005,c5,4.0,0.0,1,40.58913496182528
2696,54.1,51.0,4.6000000000000005,-2.3000000000000003,c3,4.0,0.0,1,36.45745651461738
2697,51.3,109.0,5.4,2.7,c5,2.0,0.0,1,33.31067282909496
2698,53.3,110.0,-0.1,-5.300000000000001,c3,2.0,0.0,0,35.539067992863444
